,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,UMAP1,UMAP2,hierarchical_cluster,kmeans_cluster
3048,-5.731596429808349,-0.8324732520187486,3.810841927920734,2.7310175639574585,-0.969585499275472,-4.689033186183217,-0.5215478400699992,0.5143922905333643,-0.8223634785462641,-1.2122021435044243,4.911773,4.4424543,8,6
19563,8.083864493242961,-0.5592960958302068,5.0041237785400865,-12.848532953259442,12.000594298301028,-3.039549190746324,1.7631165551976153,4.384030203044952,1.46620277847798,3.8554884133015537,10.708037,5.14968,4,7
58303,-6.6066661353062734,-3.8539332464492833,1.7443865289427185,-6.234096851027122,-1.200274430530899,1.9012486131992923,-4.082102317067322,0.9793699852600137,3.225971288574806,2.2270374340681696,9.392814,6.3510947,5,6
8870,2.9466854219502374,1.93993750132062,1.9157657336545546,-10.436259322626745,6.009652706716736,-4.553569341195024,0.84487111445197,1.1521722102545506,-2.6372437491088516,-1.1766858150007482,10.682534,5.115672,4,7
40228,10.486601204299802,-8.446896932633056,-4.991324666004407,-2.762757956707716,-9.068948303624822,-7.483946424394332,0.36770057400868084,-1.7121552228732324,4.4223357665034255,-2.101107566405805,8.93884,1.9966269,1,3
31488,-5.237399028598916,8.10444544698536,2.473929513704449,3.3543756470951167,-1.1404485449392894,-1.7443152253239536,-3.2556090580921033,-1.277125886614538,1.1605999433849024,-0.6441829153523451,3.133813,4.196334,8,4
21860,-3.5838989997629715,-2.647565382873575,1.7419043873984128,-8.146585240733506,2.602741524995277,-1.24719397412978,-2.8822760909180674,3.3327356182709185,-0.7148377422974913,1.4034256805681866,10.6788025,5.7958922,5,7
56864,-4.822907265726504,-0.4387075933875011,5.652531572510797,-4.434552882770649,-4.5435078558014,-0.5768834130305044,-0.7282645789544246,-0.6077067788580649,-1.7534974069327098,0.1398682665152852,3.1588385,7.3190713,5,6
845,0.8899514523035426,-10.688197301545678,1.2173631273299008,5.54121352305063,5.872707883553659,0.07161811184152651,-7.549529401603553,3.1618609810641662,1.4716256004317882,-4.377646729026154,5.601485,3.1842735,8,1
25770,0.7725160510524955,-0.9259304898481059,0.7858083642852738,-6.753046116102413,5.161689029832173,-0.0603829011934142,0.016494998724717734,1.070247340397661,-1.568599561305951,0.5929891734611626,9.909126,5.1592298,5,7
50959,-0.8544834518651093,-8.523986433084202,-3.2453757238400853,1.4712444129823723,1.9694834495635118,-1.0348738480818378,-1.7766607499541645,-2.1755523935451397,7.114819217185588,-2.6862947387066267,5.20631,2.2052748,7,1
56085,-2.2066026809748633,-5.172809657135825,-0.6846757274510354,2.1963511985285997,2.136419121011236,4.333946554905278,6.150962191347119,1.0033379164284093,2.930123401430536,4.157196652522918,4.0379286,5.8259,7,1
5007,15.796629793669476,-6.5338907660827905,-5.443856516604163,2.017099758716015,0.8636833775257489,-4.950648788453969,0.846687925665099,-0.33376198451363476,-2.4860975000544485,1.7885185328904416,8.389488,2.5084667,1,3
40115,7.2458580451130175,-6.595675535238926,-2.0167679037382262,3.126442133970633,7.918225472613031,-1.2472161576579026,-1.6414101420399052,4.228752089870225,-1.574831895599867,2.023561812131769,7.8748927,3.3538265,5,1
38310,4.567981037976891,-1.9363907701184668,-1.8620766323839273,-0.6179402007292917,9.56314431319983,-1.2816391772748967,-0.6356158694597298,2.9014458192586425,-1.9172488872423712,3.091974162778959,8.081032,3.9592633,5,7
33623,-6.768292850766699,-2.370242747307497,2.494705646454888,-1.4615156426208378,-6.531950043219657,-3.5899144988162432,-2.3994563858818454,-0.3955804316905737,-1.07510143098234,0.8231685226342984,3.783374,7.2517447,6,6
4212,-2.73755060788581,6.888445490182326,4.094886365310287,-2.559962258271169,-6.500381322131101,1.7130629836939086,1.6358655093853887,4.515149874935725,1.8005130630751744,0.16085309658025373,2.387499,6.4931483,5,6
40881,5.733159902499053,-4.173782399263977,6.5355405262915465,-7.017539917391658,0.023315187946644726,10.003878907547197,-0.6720471890354361,0.7090125190927439,-9.022126553004826,-7.615199064106314,6.3921537,5.071005,5,9
54592,3.626616465680013,17.54585163250179,-6.202748244005952,2.7659876207408938,-0.5966739092816262,7.0626178125499814,-11.090839325963861,-1.6741348418751045,0.7523915822970126,6.699846801701533,-0.9191735,2.8103316,3,4
43759,-3.71316834500233,-3.437765435582519,6.540225707089384,3.9591825700886134,-0.3848535332700197,-3.9388798259510374,0.6397497466290462,3.0467070187520173,-2.5996342127562424,2.086671262458158,5.0824237,4.3713384,8,2
12231,-4.866303879934459,-3.9752474061367,2.5329258732382054,-8.549127999342353,3.7303767051242214,0.8558424683198372,-4.4401619099960605,5.845257030256719,1.6638900144374853,3.336192591228551,10.534046,6.122277,5,7
58385,-2.108065484881028,6.763486831114351,-5.052827380798894,0.9991292839306225,8.174190093746565,-1.3661387735320116,1.2727652002960328,-3.919517672575817,0.8841816642704303,-0.4021272983117007,-0.41038373,4.6487308,2,4
17506,-6.273637246208911,-0.6849236286115632,3.918023108045223,1.8665890388183557,-0.340756860054952,-1.3743802763603818,1.369333780102763,-1.9620006833631596,0.20061409654471613,4.322333282685241,3.7594597,5.3429317,8,6
31835,-0.4309777148583804,14.675999912750665,-5.343813969391117,2.6578899400972142,-1.6402211366230375,1.6740617564851328,-10.012710921609077,-3.904543783559133,-2.184834715683381,3.3745859993320213,-1.1024181,2.862345,3,4
30293,12.503367805758252,6.289746247531813,5.865212134403925,2.1153484284820903,-4.815209039523144,-4.953522083575253,4.743945861294156,-2.354918264125708,-2.9420585032158595,1.8002277305589687,9.111449,2.9859169,1,3
1606,6.200461891991726,-0.45932567351167997,-1.9915876396864058,4.355062827985322,1.9689471825312999,-6.7207490061719195,1.1984692977851394,-0.8617715807026793,0.7091643733508362,3.609307553131581,8.723647,3.370094,5,2
33194,-4.978942075779989,-0.2571522402217129,2.4411351537294332,5.3689149366527795,1.9995745328103136,-1.2015554434439724,1.454390819039118,-3.825902139576129,-1.4725259259235712,0.03682755247370757,4.1520767,4.2422204,8,2
31196,-8.121903197595193,1.354734672804487,-2.797636333526934,-0.1089231078367264,-4.155374321597639,-2.277326910925058,3.591604228547845,1.2643804756137382,-1.725024722350499,-0.06960776676510337,-0.109275974,6.6555285,2,5
5961,20.497365123739147,-9.562012403831146,-9.033980171592926,2.855517658963818,-3.048014832062997,-4.492651419736933,-1.3120580984008576,2.488076928698762,0.3749126663441179,1.8846997969881683,8.077193,1.5306628,1,3
6085,13.059346624030086,2.4234571154906503,-2.6308305970106725,-12.741408253546538,1.700993273371491,-2.8376453096177285,3.04871425392074,-3.249388608100154,-1.289141123032902,1.6263804760831138,10.433099,4.5311794,4,9
5701,-1.44918305897061,0.5042211550677443,-7.758549084398903,1.8633647752961746,4.3349728604792865,2.0173906054782864,6.011024027024386,-0.12684800674300345,-0.15335468202342775,-0.20086572054193796,0.7912437,6.048954,2,5
31066,-1.0142341254844356,5.986036443384789,-5.8513574185356845,0.6458618550330382,0.485218532583195,-6.017532346929743,-5.498540964162948,-1.4811463583762576,-3.450119515170564,-3.836058534759871,-1.3467007,5.1027617,3,4
55851,5.953410865338167,-7.659113601143093,3.6601806563758226,5.866853020350612,2.4755918867132674,0.6136977482229535,-3.1333907730155452,1.1600794531635015,-4.123971872156349,2.9455720124546314,6.048297,3.464917,8,1
35490,-6.492728919312205,1.810128393865864,-0.44398320579852385,-0.2664492539456283,-1.5135333652405798,-3.229282231097567,-0.3581865321993237,-2.121604919602587,-2.0220291321955837,-3.6197486502050915,0.21662699,5.0467806,2,6
35485,15.07695605153008,-9.380860505764337,-9.894640080644862,2.579369440285932,-7.069153464720414,-4.2008768529543445,-1.3285226358618296,-1.492878698694503,-0.09015458603381024,-4.16781345874967,7.8991084,1.6539501,1,3
21393,0.7151469179803868,-0.9663848670925839,-2.669163415978512,-5.669263637727661,0.46967196231915603,-4.181012768458163,-2.5978758695842847,0.8668352421578441,6.314093581352585,-1.85785353058624,0.74967164,4.144188,2,7
5285,8.75613702775037,-8.009458100559286,-5.679226709320036,3.2010826090358133,3.1704853347482,-0.4261841800085201,-3.4649516220714487,1.0302309504664422,-0.8296951515957577,-0.41640219947411444,7.761334,3.0273552,5,1
44115,-0.8224513751243496,-10.011544642792416,-4.6759144145177,4.149552852814758,1.6399201335869302,5.1605950484933105,0.8318273142214094,-1.1863490026877628,8.291788701146851,-2.5515282083568294,5.252227,2.1819577,7,1
59056,-7.722810895667926,-1.2903576945632638,-4.726306219898757,-0.1439439139105192,-3.913187858448519,0.8832353681559788,4.132779047992441,2.209713199882229,-0.9392882575860874,-0.001413148849786981,-0.26069137,7.5460086,2,5
19453,3.93411435299618,9.9995747301482,-16.977672622719712,6.744081946824094,-1.6120498304383795,2.6746724216928293,-3.986667207184439,16.845892689639744,-9.355705897482899,3.927534481269999,-1.458511,5.831057,3,5
18952,-4.852621097102445,-5.366605096378217,3.0129148329242916,0.35885162686552097,-0.14462737815559173,-0.13910877043686357,-0.18100219301436554,1.8401014864628822,1.6648071303550538,4.333170494361346,4.2683,5.9613104,7,6
25736,1.092953147823953,2.883269838173729,4.880790422191307,3.5554308544718434,1.989329750446871,-3.0290496198310515,-1.16519943605629,0.2628577629791082,5.4000160310864675,4.882492822104027,3.9240656,3.3617158,8,2
56222,-3.2749189140111925,-5.874404840920236,1.0450909658970182,-2.3263704762413324,-2.846871386750261,5.287915514075781,-0.6429139494981861,-3.150695609688289,-2.3208137529971435,1.6224459240502613,5.2254615,7.1575327,7,6
9876,4.510647588547105,8.794141475440481,0.9082460135625604,-3.6034329597082326,-7.392190642432988,4.042902824236954,-6.979180816301808,0.211097874369716,-3.102119585343315,3.342197962924237,0.10589647,2.8742344,3,10
11251,1.2225470488895993,-1.7432700457435046,5.086267390636688,-0.484406590935893,-1.1601737244162542,8.345337132668767,0.6651138601112623,-3.197090551168655,-7.581987583681352,1.3246706477435386,6.4330516,5.845631,5,1
38298,7.2532003725569405,-1.8643232918130497,2.2283151026907833,3.9798394288976007,3.525386326064527,-6.103133573936731,-0.06654843271480461,2.248312699375789,-3.816898079137924,1.2347292359752036,5.4979053,3.656736,8,2
8839,-6.1924200067962305,-3.6595233701695142,2.494095578425579,-2.077810829420112,-4.992962102457033,5.644825080933419,-0.19259673933476498,-5.2483108113188175,-1.4573979758333626,1.0356756866344934,5.2459574,7.421665,7,6
11534,-0.14645623720958684,3.2512443491357126,-5.11932643690181,-2.750453577312641,-2.733047502318612,-1.0909929340192108,-7.310018088181717,2.6347741257076693,-3.080958944166935,-0.6628306412148217,-0.5896697,4.79802,3,4
7949,6.810543785387814,4.2758339975238835,-8.807100357247164,-1.9052879829876819,1.9293551134185498,-1.5390545889667648,-2.431759821826009,-2.2263707771049406,-3.0767601525564303,5.440343817909367,-0.21504791,4.05786,2,4
49034,-0.15101154039321457,-5.016295868399142,2.519540918771,6.1461350552710465,-0.6186772541877302,6.292425869426037,5.143440821460479,-5.1279024401740445,-2.0903550712862,3.53922921633764,4.8697762,5.9884276,7,2
2233,0.40734797699038083,-1.6190895735434596,7.275589340063097,8.439730049758136,2.2553627511910728,0.9875856691137718,-0.7106982229518151,-0.6834701854705182,-5.3874394918421675,-4.0507803817793056,5.5005584,3.4711359,8,2
41172,4.306759446016511,-4.673126649400026,2.880811787948081,-4.447770665858228,8.243347877747192,-3.4818082361781166,-4.677254664162226,1.7808818786317049,2.3099492431089863,3.2329618845660093,9.686204,5.8916755,5,7
47500,-4.62548832533032,3.324761603282846,-2.3451161963084943,-0.29894888657316226,6.7228983559583675,-0.8334839647709565,-1.2821618257711327,-3.7934735350418047,2.036906046253129,-3.8155351277460534,-0.06420074,4.2060223,2,4
14674,2.6927638919328536,0.07064973518911848,10.79714197026742,5.199042535717162,2.647898645696494,-3.8077779511586014,-1.0499737175820878,5.199736339670617,-0.7011381445934947,-1.1194201689723016,5.3715186,4.1231337,8,2
9738,0.9861595037640318,2.487132672339517,-4.5107180085212235,-0.3054811668173215,-1.900333801796285,-3.376417408848949,-1.190597177398961,-4.125302065109161,3.316292924359519,-1.7603304731251883,0.4723945,4.212255,7,4
48282,-6.498108354862827,3.136182119221408,-2.6683635513119524,-0.6041710902788022,4.139467945761423,-3.144184438865404,-0.2321956156286081,-0.6981247883900268,3.4878444278027976,-1.7082625946163554,-0.12982024,4.53099,2,4
8391,-1.2309683841477257,-5.888369354852375,0.7739602225296676,4.7515109530090704,3.6903899127945334,6.179311947928801,6.277191927852929,1.7346030025299077,-0.5267773482058602,7.010837072862443,4.121038,5.7455697,7,1
2753,-3.1101047632249936,5.873469543097593,-1.9939806013916908,-1.8918477965534422,4.109022723084189,0.9130598106084801,0.22713020863082722,-7.439670628036714,-0.25192496816584,-4.022711055722138,-0.2813162,3.7395782,2,4
11919,-6.1054597406174675,0.6013247271720835,-9.733541847833306,0.9993772632720279,0.21012192060693127,1.554151581883245,7.063719639427741,5.093735950343623,-0.9308622035172518,-0.843534946593399,-0.74460876,7.2239957,2,5
51759,-6.133143079890733,-0.24657663653933973,-2.4238641171931654,0.531324485561614,-0.4538719020285088,3.1186326235978776,3.641382438727992,-0.9179954396544282,1.810990670728557,1.4518323815305294,0.50328624,5.957124,2,5
45995,0.10418276986751851,-4.477237900487847,4.22261355756742,11.824680101218009,0.8152957367044008,4.1513741378176165,-3.1845410200082345,-4.318320260349857,-7.699182043926466,-11.535971329811343,5.328538,3.212062,8,1
37499,-6.711773888233122,-0.13788357496632137,2.4400496885366416,-0.47508502119010293,-1.6682887455506932,-5.158219091728339,0.011714710528402054,1.996050092864485,0.4980724976246438,-0.20673049724103285,2.4261336,9.095824,6,6
38856,-2.4134679969710517,-7.169060540123102,2.493993732471017,-4.179909485525662,4.788675434509519,-0.024472746233582605,-8.224480332318315,3.1116903813621044,5.367900144834741,1.8200517073023248,9.235439,6.560626,5,7
51745,-3.4486467662952003,-4.870409723369325,2.051948693904999,-7.956451192984961,2.205579453200534,-0.12804260751068594,-6.448242161831429,4.603707352428275,3.0539705056311837,2.748585088428743,10.0579405,6.6896644,5,7
7298,-4.0367636553281425,-4.492026333136147,3.5468318041641873,-2.8587452350242537,2.086484480904953,-2.8968646119847383,-5.007149311858677,2.8984320320559975,1.9341316398917718,2.9015981342837476,9.49481,6.1073847,5,7
54052,3.003724796690229,-4.37912922333306,3.2171321440433727,-0.4035247145074545,-0.6283939054867091,0.9354438466327538,-2.0635511254408163,0.08393866456142711,-5.937869600817295,-4.130346861518282,6.9970903,4.4432735,5,1
43101,-0.6108481148382479,-6.3106836580377506,3.2909677753839603,-6.925875542075581,0.11397322556029746,6.162632784184911,-1.2855463273943235,-1.7335586304885753,-5.488885311770602,0.9463835063340013,7.0953007,5.463742,5,7
25643,-2.7358942439591636,7.458707130526541,-6.9879236274073815,-1.826794750213436,5.421218133242706,-1.6341269815766395,-1.9057825865228948,-3.462749600305209,-0.7514974393505445,-2.0695574540427533,-1.2531062,4.9751487,3,4
57589,-1.5161772224474086,-2.111361330414337,-2.86732551054029,-4.938073662077736,-0.8040297944019393,2.915580773687367,-0.24378743709789505,-5.2893873790756265,2.2109684342053746,-2.1282237124140013,0.9370451,4.9550195,2,5
58387,-8.095097355194408,-2.3267392957505324,1.8107539991794843,1.6867834224047078,-4.628445418878297,-0.138204762654341,1.9229505040933532,3.2390062872142873,0.5304281826609027,3.9243879419605756,3.2226512,7.8960166,6,6
56925,-0.6139147096443804,0.47638082946550914,9.926301244327867,5.916194679865649,3.3438821863126917,-0.3808357793110847,0.6514689305090684,-0.4580890118126957,-4.196124129876409,-1.9937512695422326,5.3952804,4.0531673,8,2
1696,-6.925348917401084,-0.13088496755263046,1.8225201109668978,-0.9488723765408139,-2.102115677852989,-4.9720706140243065,-0.7504214074224591,1.3452903301609338,0.15202329097372433,-0.9369588284204815,2.3925688,9.1126995,6,6
20674,-8.194686614762517,-2.422602958384697,3.353107160205625,-0.4280044531297472,-7.2102301915172164,-0.668840079964347,-0.4098033687582598,-0.9541360761253869,0.4984519059923607,2.699064721300165,3.834013,7.5205245,6,6
15574,-5.951113872114601,0.37012962507375397,3.7359605857303175,-1.8657381415441143,-3.602503731055362,-4.585006738144828,-1.0109485884643492,-0.20378124605289424,-1.0864063935792099,-2.5133809595986567,2.4034123,9.050298,6,6
45325,-5.143424589096408,3.087589118632745,-1.9824797118736621,-1.087859396795095,2.2997859848194087,-2.1207876049914347,0.5327077310560542,-2.130505771292901,2.017855219644919,-2.542622146372168,0.06796967,4.6410756,2,4
27916,-3.6043286980590037,0.6919364234642869,-2.8388366006534476,2.1037031049711405,1.2303010256993026,-0.6170959439817862,2.103695859145586,-1.291450331237583,0.3179204727920838,0.6551655754943672,3.4153988,5.1099043,8,5
54122,-4.463384676901958,-2.7242947630368857,1.791646766723926,-0.5291958828042516,-0.19693932402965733,-4.7032732976462945,-0.29317481844955745,1.324124404809716,-3.195390674378753,0.08164001224733358,4.5585685,4.6416926,8,6
50164,8.208444330163237,11.793435452490575,-3.2776908551081543,-2.511377934423971,5.437804510451534,7.3827836488349305,-3.21940998697462,-6.0052560998829,3.1605701094702807,1.6201405085924587,-0.20934808,3.039378,3,4
42358,17.827727215336324,-4.4934152880465765,-0.29241775453498225,4.351240210719938,-4.68728877332027,-2.346474956582902,3.347508895228181,-1.816832601033122,-6.933224793594431,3.9791881156416635,8.800102,2.6453104,1,3
26877,-8.467157997438642,-1.503143964908459,-2.360797512120344,0.3371029035024771,1.179116287841897,1.734572207988687,3.6365934997746927,3.0724171596096936,3.725118863230558,1.4034375675413044,0.59607035,6.149121,2,5
45519,-0.483778153979441,-6.7879449462665935,2.1251577345481723,3.5534159031962207,3.15460907767859,-4.1713225984628295,-3.8379626411043355,0.29703196999585196,2.7042168313003394,-0.8498737223855299,5.1954904,2.5443327,7,1
32061,-4.132789701828648,-3.1243360099606483,3.5278865446218117,-0.25689395847103447,3.1132079586348134,0.9445664847487059,1.2029839083763194,-0.04319023701602159,-2.0999424037329915,2.6236834717267477,4.2253804,5.6138754,7,6
