smiles,gap_eV
CC1(CN1)C(C#C)C#N,7.301483631134033
C1CC11C2OC2C11CO1,8.231663703918457
OC1CC1C1CC(O)C1,8.614432334899902
OC1C=CC2COC12,6.637932777404785
CC1OC1CNC(N)=O,8.118255615234375
O=C1CC2OC2(C1)C#C,5.930453300476074
C1C2CC3(COC3)C12,8.613072395324707
CC(C)(O)C(C#C)C#N,7.961935520172119
CC1COCOC1=N,7.581669330596924
CC#CC1(O)C(C)C1C,7.436487674713135
OC12CC1CC2CC#N,8.117498397827148
CC1C2C(=O)OCC12C,7.457548141479492
CC12OCC3OC1C23O,7.66945743560791
CC1C2C=CC3(CO3)C12,6.4568681716918945
OCC12NC1CNC2=O,6.909908294677734
OC12C=CC3C(C=C1)C23,5.760056495666504
c1cnc(cn1)CCO,5.345831871032715
CN=C1OCOC2CC12,7.236799240112305
CC12CC(N1)(C=O)C=C2,5.583799839019775
CC1CN1C(=O)CCO,7.071873188018799
Cc1c[nH]c(c1O)OC,6.279757499694824
CN=C1OC2C3CC3C12,7.136864185333252
CCCC1CCOC1C,8.758323669433594
CC1(OC1C1CN1)C#N,7.190999984741211
CC1C=CC2OC12CO,6.670447826385498
CC12C3N=C4NC1C4C23,4.86483097076416
C1C2C3NC3C3(CO3)C12,8.078252792358398
CC1=CC(O)C2(CN2)C1,6.855472087860107
N=C1C=COC(=O)N=C1,4.683711528778076
NC1=NC2COC2C1=O,4.465213775634766
C1OC11CC2OC3C2C13,8.26464557647705
N#CC1NC23CC(C2)C13,7.1013336181640625
N#CC1OC23CC(C2)C13,7.349865436553955
CC1CC2CNC12C#N,7.040089130401611
NC(=O)C1(CCO1)C=O,5.518600940704346
CC1(CN1)C1(CC1)C#N,7.601889610290527
C1C2COCCCN12,8.271241188049316
CC12CC3(O)C1NC23,8.024436950683594
CC#Cc1ncn(n1)C,6.055660247802734
OCC12CN1CC=C2,6.331913948059082
CC1(O)C2COC1CO2,8.366083145141602
CCC1OC(=O)C=C1N,5.940231800079346
CC1(CO1)C(=O)NC=O,5.9223527908325195
CC1=CC(=NO)CN1,5.248877048492432
CC1C(N1C)C(=O)C#N,4.5897440910339355
OC1CC=CC(C1)C#N,7.176877021789551
C1OC1C1OCC11CO1,8.411006927490234
O=CC(=O)NCC1CN1,4.778967380523682
C1C2=C(COC2)C(=O)N1,5.825572490692139
CCC1COCC=CC1,7.091189861297607
Cc1c(oc(=O)cn1)C,4.610377788543701
CC1C2CN1C(C)CO2,7.889162540435791
CCCC1CNC(=O)N1,8.155238151550293
O=C1C2CNC1CN2,5.271552085876465
NC1(C#N)C2CCCC12,7.7299981117248535
NC(=O)N1CC1CC#C,7.410938739776611
CC1CC=CC2OCC12,7.021928787231445
CC(C#N)N1CCCC1,7.224077224731445
CN1C2C3NC3C12C=O,5.420660972595215
CC(C#N)C1=CN=CO1,6.441895008087158
CC1=NCC(O1)C#C,7.2987380027771
CC1OC(C)(C#N)C1=O,5.908130645751953
NC(=O)C12OC3C1CC23,6.707972526550293
CCC1=CCOC(C)C1,7.0348310470581055
c1c(onn1)CC(=O)N,6.132079601287842
OCCC1CCCOC1,8.754603385925293
CN1C2CC=CC1C2O,6.100011348724365
C1OC2C1CC1OCC21,8.364014625549316
CC12NC1COC2C=O,5.685030937194824
CC1CCC=C1C(N)=O,5.8598408699035645
C1C2CC3OC2C1C=C3,6.6385498046875
OCC#CC(CO)C#N,7.475152969360352
CCCC1OCC11CN1,8.447941780090332
O=CC1OC(C=O)C=C1,5.462447166442871
CC1(O)C2CCC12C,8.45347785949707
CCC(C#N)(C#N)OC,7.761605739593506
CC1(CO1)C1(CO)CN1,8.589900016784668
O=C1NN=C(N1)C1CO1,6.283307075500488
COC12CC3C1C2N3C,7.784789085388184
COC1=CC(=O)NN=N1,4.81390905380249
OC1C2C3CC3C12C=O,5.432196140289307
COC1(C)CC1(O)C#N,7.457590579986572
CC#CC(CO)CC#N,7.9038567543029785
CCC1=CC2C3CC1C23,6.328779697418213
CC#CC1C2C3CN1C23,6.979052543640137
c1c2c([nH]n1)COC=N2,5.47938871383667
CC12OC3C(C13)C21CN1,8.308298110961914
OC1CC=CC(=O)C1,5.1907453536987305
C1C(CO1)C(CO)CO,8.332002639770508
Cc1c([nH]nn1)C(=O)C,5.260688304901123
